Exposure,VehValue,VehAge,VehBody,Gender,DrivAge,ClaimOcc,ClaimNb,ClaimAmount
0.8788501027,Average,youngest cars,Hatchback,Female,young people,1,1,353.76999998
0.8323066393,Cheap,young cars,Hatchback,Female,young people,1,1,1333.6599998
0.8323066393,Cheap,oldest cars,Utility,Male,oldest people,1,1,445.44999981
0.4982888433,Average,young cars,Sedan,Male,old people,1,1,390.0
0.3915126626,Cheap,oldest cars,Hatchback,Female,older work. people,1,1,722.02999306
0.4134154689,Average,oldest cars,Hardtop,Male,working people,1,1,413.17999983
0.8186173853,Cheap,old cars,Sedan,Female,working people,1,1,373.44999695
0.5995893224,Average,old cars,Station wagon,Female,old people,1,1,200.0
0.4106776181,Expensive,youngest cars,Station wagon,Female,young people,1,1,5342.6299896
0.4134154689,Cheap,oldest cars,Utility,Female,young people,1,1,200.0
0.5694729637,Average,old cars,Sedan,Female,oldest people,1,1,3154.5699997
0.8295687885,Average,youngest cars,Sedan,Female,working people,1,2,682.82999992
0.4134154689,Cheap,old cars,Hatchback,Male,older work. people,1,1,3695.6199951
0.5694729637,Average,old cars,Hardtop,Female,young people,1,1,1317.4499969
0.501026694,Expensive,youngest cars,Coupe,Male,working people,1,1,200.0
0.7419575633,Average,youngest cars,Sedan,Female,young people,1,1,396.99999905
0.1697467488,Expensive,young cars,Utility,Male,youngest people,1,1,916.55999947
0.9171800137,Cheap,young cars,Hatchback,Male,youngest people,1,1,1148.0
0.8268309377,Cheap,oldest cars,Sedan,Male,older work. people,1,2,848.44999981
0.4134154689,Average,youngest cars,Sedan,Male,working people,1,1,646.34999943
0.7857631759,Average,young cars,Hatchback,Male,old people,1,1,1561.9099998
0.5585215606,Average,old cars,Hatchback,Female,youngest people,1,1,1024.4299984
0.1697467488,Cheap,oldest cars,Utility,Male,working people,1,1,200.0
0.9226557153,Expensive,young cars,Station wagon,Female,young people,1,1,603.82999992
0.810403833,Average,young cars,Hatchback,Female,older work. people,1,2,400.0
0.8268309377,Average,oldest cars,Utility,Male,old people,1,1,500.0
0.8268309377,Average,old cars,Station wagon,Female,older work. people,1,1,2983.0599976
0.167008898,Expensive,youngest cars,Station wagon,Female,older work. people,1,1,200.0
0.8131416838,Cheap,oldest cars,Station wagon,Female,young people,1,1,2577.8099976
0.2272416153,Average,young cars,Station wagon,Female,older work. people,1,1,389.94999981
0.4106776181,Average,old cars,Sedan,Female,oldest people,1,1,3888.9199982
0.8131416838,Average,young cars,Station wagon,Female,youngest people,1,1,636.25
0.6598220397,Expensive,young cars,Station wagon,Male,old people,1,1,1398.1499977
0.4982888433,Cheap,old cars,Hatchback,Female,working people,1,1,554.77999973
0.2299794661,Expensive,young cars,Sedan,Female,old people,1,1,2136.5899963
0.8131416838,Average,youngest cars,Hatchback,Male,working people,1,1,200.0
0.34770705,Cheap,oldest cars,Hatchback,Female,old people,1,1,200.0
0.5612594114,Average,youngest cars,Hatchback,Female,working people,1,1,680.25
0.5667351129,Cheap,old cars,Sedan,Female,young people,1,1,4380.0
0.9171800137,Cheap,old cars,Sedan,Male,oldest people,1,1,200.0
0.4407939767,Average,young cars,Utility,Male,old people,1,1,353.76999998
0.4982888433,Expensive,youngest cars,Station wagon,Female,working people,1,1,1746.7899971
0.8843258042,Average,old cars,Sedan,Female,older work. people,1,2,2010.079998
0.5585215606,Average,old cars,Sedan,Female,old people,1,1,200.0
0.810403833,Cheap,old cars,Sedan,Female,youngest people,1,1,1018.6699982
0.2026009582,Average,youngest cars,Hatchback,Female,working people,1,1,1693.7799988
0.4106776181,Expensive,old cars,Motorized caravan,Male,working people,1,1,369.17999983
0.6242299795,Cheap,oldest cars,Coupe,Female,old people,1,1,201.08999699
0.8240930869,Average,old cars,Sedan,Male,older work. people,1,1,4325.5699921
0.8240930869,Cheap,oldest cars,Panel van,Female,working people,1,1,3122.5699997
0.8240930869,Expensive,youngest cars,Station wagon,Male,oldest people,1,1,200.0
0.5366187543,Cheap,old cars,Sedan,Female,older work. people,1,1,449.89000702
0.34770705,Average,old cars,Station wagon,Female,young people,1,1,353.76999998
0.5667351129,Average,youngest cars,Hatchback,Male,working people,1,1,800.79999924
0.167008898,Average,young cars,Sedan,Female,older work. people,1,1,200.0
0.9993155373,Average,young cars,Hatchback,Female,older work. people,1,1,381.7100029
0.3367556468,Average,young cars,Station wagon,Male,older work. people,1,1,1744.3499985
0.5722108145,Average,old cars,Station wagon,Male,working people,1,1,353.76999998
0.1177275838,Expensive,old cars,Station wagon,Female,older work. people,1,1,2133.2699966
0.6625598905,Expensive,young cars,Station wagon,Female,working people,1,1,384.5
0.6625598905,Average,young cars,Hatchback,Male,old people,1,1,2303.9699936
0.6625598905,Cheap,old cars,Hatchback,Female,older work. people,1,1,783.75
0.8049281314,Expensive,old cars,Station wagon,Male,old people,1,1,973.29999924
0.3367556468,Average,old cars,Station wagon,Female,working people,1,1,498.5
0.3367556468,Average,old cars,Utility,Male,old people,1,1,353.76999998
0.5585215606,Average,oldest cars,Minibus,Female,older work. people,1,1,1016.4699993
0.476386037,Expensive,youngest cars,Station wagon,Female,working people,1,1,793.53999901
0.9034907598,Average,old cars,Sedan,Female,working people,1,1,1726.5599976
0.4079397673,Average,old cars,Station wagon,Female,working people,1,1,2417.4999924
0.9993155373,Average,old cars,Sedan,Female,oldest people,1,1,1336.529995
0.925393566,Cheap,oldest cars,Hatchback,Female,older work. people,1,1,390.0
0.925393566,Cheap,oldest cars,Hatchback,Male,older work. people,1,1,1517.5299988
0.0739219713,Cheap,old cars,Sedan,Male,working people,1,1,459.44999981
0.925393566,Average,young cars,Sedan,Female,old people,1,1,773.82999992
0.8076659822,Average,young cars,Sedan,Male,working people,1,1,1026.1899986
0.4079397673,Average,young cars,Station wagon,Male,working people,1,1,1122.7699986
0.810403833,Cheap,oldest cars,Station wagon,Female,working people,1,1,2478.9199982
0.4079397673,Average,youngest cars,Hatchback,Female,youngest people,1,1,364.67999983
0.9993155373,Cheap,young cars,Sedan,Male,youngest people,1,1,278.64999962
0.810403833,Average,old cars,Sedan,Female,older work. people,1,1,2058.3099976
0.9144421629,Average,old cars,Sedan,Male,oldest people,1,1,338.19999981
0.8076659822,Average,old cars,Sedan,Female,youngest people,1,1,200.0
0.2217659138,Average,young cars,Hatchback,Female,oldest people,1,1,223.5
0.4079397673,Expensive,youngest cars,Station wagon,Female,youngest people,1,1,850.82999992
0.0492813142,Cheap,oldest cars,Hatchback,Female,older work. people,1,1,200.0
0.5338809035,Cheap,old cars,Sedan,Female,oldest people,1,1,2889.2099991
0.5338809035,Average,youngest cars,Sedan,Female,older work. people,1,1,289.08999991
0.2245037645,Expensive,young cars,Station wagon,Male,young people,1,2,1895.6799994
0.4654346338,Average,old cars,Sedan,Female,old people,1,1,611.44999981
0.5338809035,Average,oldest cars,Minibus,Male,working people,1,1,2449.8499985
0.5557837098,Cheap,oldest cars,Station wagon,Male,young people,1,1,3318.6899948
0.8076659822,Average,oldest cars,Minibus,Female,young people,1,1,4539.8599854
0.462696783,Average,young cars,Station wagon,Male,young people,1,1,757.01999855
0.2491444216,Expensive,old cars,Station wagon,Female,working people,1,1,353.76999998
0.334017796,Cheap,oldest cars,Sedan,Male,youngest people,1,1,200.0
0.0164271047,Cheap,old cars,Hatchback,Female,older work. people,1,1,204.23999822
0.5585215606,Cheap,old cars,Sedan,Female,old people,1,1,200.0
0.5694729637,Average,young cars,Sedan,Female,working people,1,1,1214.5499992
0.4928131417,Average,youngest cars,Sedan,Female,young people,1,1,2107.0499992
0.4052019165,Cheap,old cars,Hatchback,Female,oldest people,1,1,1067.5299988
0.4052019165,Average,old cars,Utility,Female,youngest people,1,1,353.76999998
0.3997262149,Average,old cars,Hatchback,Male,young people,1,1,397.72999954
0.7419575633,Expensive,young cars,Station wagon,Male,older work. people,1,1,469.5
0.3449691992,Expensive,youngest cars,Station wagon,Female,old people,1,1,353.76999998
0.1916495551,Expensive,youngest cars,Station wagon,Female,young people,1,1,360.48999977
0.4134154689,Average,old cars,Sedan,Female,older work. people,1,1,663.41999912
0.7802874743,Cheap,oldest cars,Station wagon,Female,working people,1,1,1340.1599998
0.5886379192,Average,oldest cars,Station wagon,Male,older work. people,1,1,1378.4099998
0.8158795346,Expensive,young cars,Station wagon,Female,older work. people,1,1,452.05999994
0.4216290212,Average,young cars,Sedan,Male,older work. people,1,1,1156.6199989
0.8158795346,Average,young cars,Sedan,Male,older work. people,1,1,1684.5699997
0.8213552361,Average,old cars,Utility,Female,older work. people,1,1,1021.6299992
0.4380561259,Average,old cars,Truck,Male,older work. people,1,1,353.76999998
0.8213552361,Average,young cars,Sedan,Male,older work. people,1,2,951.92999649
0.8213552361,Average,young cars,Sedan,Male,older work. people,1,1,3160.0199966
0.5338809035,Average,youngest cars,Hatchback,Male,oldest people,1,1,376.14999962
0.4271047228,Average,young cars,Sedan,Male,young people,1,1,1216.8000183
0.6680355921,Average,oldest cars,Station wagon,Male,young people,1,1,400.0
0.9993155373,Cheap,oldest cars,Panel van,Male,working people,1,1,453.71999979
0.5557837098,Average,young cars,Sedan,Female,older work. people,1,1,3353.2799988
0.3312799452,Expensive,old cars,Station wagon,Female,older work. people,1,1,1065.5499992
0.6707734428,Expensive,old cars,Truck,Male,young people,1,1,390.0
0.1259411362,Cheap,oldest cars,Sedan,Male,working people,1,1,4059.5699921
0.6680355921,Cheap,oldest cars,Station wagon,Male,older work. people,1,1,353.76999998
0.9117043121,Average,young cars,Sedan,Male,old people,1,1,2361.9899979
0.9089664613,Average,young cars,Hatchback,Female,young people,1,1,810.04999542
0.810403833,Cheap,old cars,Sedan,Female,older work. people,1,1,200.0
0.8049281314,Average,young cars,Sedan,Female,working people,1,1,1556.1699982
0.219028063,Average,old cars,Utility,Male,older work. people,1,1,1067.2699966
0.8432580424,Average,young cars,Station wagon,Male,working people,1,2,427.45999908
0.8049281314,Cheap,old cars,Sedan,Male,youngest people,1,1,1318.6299973
0.9089664613,Average,oldest cars,Hardtop,Female,young people,1,1,888.81999969
0.4490075291,Average,old cars,Station wagon,Female,working people,1,1,2279.0936279
0.514715948,Expensive,young cars,Station wagon,Male,young people,1,1,3566.2199936
0.3969883641,Average,youngest cars,Sedan,Male,working people,1,1,389.94999981
0.3969883641,Cheap,old cars,Sedan,Female,older work. people,1,1,566.17999935
0.3969883641,Average,youngest cars,Utility,Male,old people,1,1,1493.9499969
0.2792607803,Average,young cars,Hatchback,Female,working people,1,1,200.0
0.8131416838,Average,oldest cars,Sedan,Male,oldest people,1,1,1528.0399971
0.1806981519,Expensive,young cars,Station wagon,Female,working people,1,1,345.0
0.553045859,Average,young cars,Sedan,Female,old people,1,1,3286.1199951
0.8186173853,Average,young cars,Hatchback,Female,old people,1,2,1724.6999989
0.9993155373,Average,young cars,Hatchback,Female,young people,1,1,341.12999964
0.3969883641,Expensive,young cars,Station wagon,Male,old people,1,1,2110.4699974
0.8021902806,Cheap,oldest cars,Sedan,Female,working people,1,1,4437.3199921
0.8459958932,Average,oldest cars,Hardtop,Female,working people,1,1,451.0
0.8021902806,Average,young cars,Sedan,Female,old people,1,2,5997.1399918
0.8213552361,Cheap,old cars,Sedan,Female,older work. people,1,2,567.72999954
0.8952772074,Cheap,old cars,Hatchback,Female,older work. people,1,1,705.90999985
0.8213552361,Cheap,oldest cars,Sedan,Female,older work. people,1,1,1044.9599991
0.8213552361,Cheap,old cars,Sedan,Female,older work. people,1,1,655.11999989
0.3969883641,Average,oldest cars,Station wagon,Male,youngest people,1,2,965.94999933
0.3422313484,Cheap,oldest cars,Sedan,Female,working people,1,1,1700.2999992
0.3942505133,Average,young cars,Hatchback,Female,young people,1,1,475.27999973
0.7994524298,Cheap,old cars,Hatchback,Female,older work. people,1,1,314.68999863
0.681724846,Expensive,youngest cars,Station wagon,Female,working people,1,1,279.40999985
0.9993155373,Average,young cars,Hatchback,Female,older work. people,1,1,882.64999962
0.9993155373,Average,youngest cars,Hatchback,Male,young people,1,1,960.12999916
0.7008898015,Average,oldest cars,Station wagon,Female,young people,1,1,2077.0999985
0.1834360027,Average,youngest cars,Hatchback,Female,young people,1,1,1423.2799988
0.2108145106,Expensive,young cars,Station wagon,Male,young people,1,1,773.19999886
0.8021902806,Average,youngest cars,Sedan,Female,working people,1,1,227.23818189
0.9993155373,Expensive,youngest cars,Utility,Female,young people,1,1,389.94999981
0.4818617385,Average,young cars,Sedan,Female,young people,1,1,200.0
0.7693360712,Average,oldest cars,Station wagon,Female,young people,1,1,353.79999971
0.7693360712,Average,old cars,Station wagon,Female,working people,1,1,353.79999971
0.4818617385,Average,old cars,Station wagon,Male,young people,1,1,724.61999893
0.1806981519,Average,oldest cars,Minibus,Male,old people,1,1,1443.9899979
0.8186173853,Average,old cars,Hatchback,Female,older work. people,1,2,400.0
0.8186173853,Expensive,young cars,Station wagon,Male,old people,1,1,2560.909996
0.8186173853,Cheap,oldest cars,Hardtop,Male,older work. people,1,1,389.94999981
0.9993155373,Average,youngest cars,Hatchback,Male,working people,1,1,200.0
0.7693360712,Average,oldest cars,Station wagon,Male,young people,1,1,353.79999971
0.7994524298,Average,oldest cars,Station wagon,Female,working people,1,1,413.17999983
0.9308692676,Average,youngest cars,Hatchback,Female,young people,1,1,200.0
0.9034907598,Average,old cars,Sedan,Female,working people,1,1,1043.3999996
0.7446954141,Average,youngest cars,Hatchback,Female,older work. people,1,1,1009.4099998
0.5503080082,Cheap,young cars,Hatchback,Female,older work. people,1,1,1395.9199982
0.3942505133,Average,youngest cars,Hatchback,Female,working people,1,1,353.76999998
0.8459958932,Average,oldest cars,Station wagon,Male,working people,1,1,5003.9299927
0.7693360712,Average,young cars,Hatchback,Male,older work. people,1,1,200.0
0.553045859,Average,young cars,Station wagon,Female,older work. people,1,1,415.02999973
0.3942505133,Cheap,young cars,Hatchback,Female,young people,1,1,2205.829998
0.6680355921,Average,young cars,Hatchback,Female,youngest people,1,1,200.0
0.7611225188,Expensive,youngest cars,Station wagon,Male,working people,1,1,838.1799984
0.900752909,Average,young cars,Sedan,Female,oldest people,1,1,1439.8199997
0.1314168378,Cheap,oldest cars,Hatchback,Female,old people,1,1,2003.8699989
0.1889117043,Expensive,young cars,Utility,Male,youngest people,1,1,390.0
0.4681724846,Average,old cars,Sedan,Male,older work. people,1,1,4166.8999939
0.5229295003,Expensive,young cars,Truck,Male,oldest people,1,2,2851.7499981
0.5284052019,Cheap,old cars,Hatchback,Male,oldest people,1,1,1174.8099995
0.5284052019,Average,young cars,Sedan,Female,older work. people,1,1,1011.3399982
0.5284052019,Expensive,young cars,Station wagon,Female,older work. people,1,1,3117.7299957
0.5256673511,Cheap,oldest cars,Hatchback,Female,working people,1,1,1348.0699997
0.4736481862,Average,oldest cars,Sedan,Female,older work. people,1,1,389.94999981
0.3121149897,Average,old cars,Sedan,Male,older work. people,1,1,202.53550005
0.8980150582,Cheap,young cars,Hatchback,Female,young people,1,1,1443.1099968
0.4709103354,Average,oldest cars,Hardtop,Female,young people,1,1,500.0
0.0958247775,Expensive,young cars,Utility,Female,working people,1,1,465.0
0.5229295003,Average,old cars,Sedan,Male,working people,1,1,300.19999981
0.5256673511,Cheap,oldest cars,Hatchback,Female,working people,1,1,1112.8899994
0.5229295003,Average,old cars,Sedan,Female,youngest people,1,1,200.0
0.7994524298,Average,oldest cars,Hardtop,Male,young people,1,1,806.93999863
0.5229295003,Average,oldest cars,Sedan,Female,older work. people,1,1,389.94999981
0.810403833,Cheap,oldest cars,Station wagon,Female,young people,1,1,2723.0399933
0.1889117043,Cheap,old cars,Hatchback,Male,youngest people,1,1,4450.039978
0.205338809,Average,oldest cars,Truck,Male,old people,1,1,389.94999981
0.810403833,Average,old cars,Utility,Male,youngest people,1,1,369.17999983
0.3641341547,Expensive,young cars,Station wagon,Female,young people,1,1,660.89999962
0.3915126626,Average,youngest cars,Hatchback,Female,young people,1,1,1593.829998
0.3915126626,Average,young cars,Sedan,Female,working people,1,1,764.64999962
0.205338809,Cheap,oldest cars,Hatchback,Female,working people,1,1,2401.0799866
0.7830253251,Average,youngest cars,Hardtop,Male,oldest people,1,1,2099.0899963
0.3915126626,Average,old cars,Station wagon,Female,young people,1,1,389.94999981
0.2272416153,Average,old cars,Sedan,Female,youngest people,1,1,1409.9799995
0.205338809,Expensive,young cars,Utility,Male,young people,1,1,450.0
0.8514715948,Average,oldest cars,Station wagon,Male,young people,1,1,4785.75
0.5201916495,Cheap,old cars,Hatchback,Female,oldest people,1,1,281.5
0.5201916495,Average,young cars,Sedan,Male,working people,1,1,881.08999825
0.4791238877,Average,oldest cars,Minibus,Female,working people,1,1,367.72999954
0.8076659822,Average,young cars,Sedan,Female,young people,1,1,1522.6899986
0.8678986995,Cheap,oldest cars,Sedan,Female,oldest people,1,1,200.0
0.6242299795,Cheap,oldest cars,Hatchback,Female,young people,1,1,345.0
0.4599589322,Average,old cars,Hatchback,Female,young people,1,1,3634.6199951
0.4517453799,Expensive,youngest cars,Panel van,Male,older work. people,1,1,672.17999935
0.1697467488,Expensive,young cars,Hardtop,Female,old people,1,1,410.83999968
0.5448323066,Expensive,youngest cars,Station wagon,Female,working people,1,1,945.27999878
0.5174537988,Average,oldest cars,Station wagon,Male,young people,1,1,758.70999908
0.3887748118,Average,youngest cars,Sedan,Male,youngest people,1,1,458.75
0.1478439425,Average,young cars,Hatchback,Female,older work. people,1,1,2983.0699997
0.9993155373,Average,young cars,Sedan,Male,oldest people,1,1,867.86999893
0.3230663929,Cheap,oldest cars,Hatchback,Female,old people,1,1,1728.8099976
0.9993155373,Average,oldest cars,Station wagon,Male,old people,1,1,353.79999971
0.6707734428,Average,old cars,Sedan,Female,older work. people,1,1,1273.1599884
0.2929500342,Average,old cars,Hardtop,Female,working people,1,1,262.29999995
0.8240930869,Expensive,youngest cars,Station wagon,Female,working people,1,1,353.76999998
0.3887748118,Average,young cars,Sedan,Male,working people,1,1,2163.9499969
0.8240930869,Average,old cars,Station wagon,Female,youngest people,1,1,680.60999966
0.7529089665,Average,oldest cars,Station wagon,Male,working people,1,1,387.26999998
0.8542094456,Average,young cars,Hatchback,Male,young people,1,1,1049.3599987
0.8542094456,Average,young cars,Station wagon,Female,working people,1,1,353.76999998
0.7912388775,Average,old cars,Hatchback,Male,youngest people,1,1,774.39999962
0.7529089665,Cheap,oldest cars,Hatchback,Female,young people,1,1,1335.4399986
0.1560574949,Cheap,oldest cars,Hatchback,Female,old people,1,1,925.44908142
0.5174537988,Cheap,old cars,Sedan,Female,older work. people,1,1,3997.609993
0.5174537988,Cheap,old cars,Hatchback,Female,older work. people,1,1,4801.6999969
0.2080766598,Average,old cars,Station wagon,Female,working people,1,1,405.04999971
0.7529089665,Average,old cars,Hardtop,Female,young people,1,1,409.0
0.386036961,Average,youngest cars,Sedan,Female,older work. people,1,1,657.79999924
0.8049281314,Cheap,old cars,Sedan,Male,old people,1,1,200.0
0.7501711157,Average,youngest cars,Station wagon,Female,youngest people,1,1,698.63999939
0.7885010267,Average,young cars,Hardtop,Female,older work. people,1,1,3998.3799973
0.8158795346,Average,old cars,Hatchback,Female,oldest people,1,1,1212.039999
0.8131416838,Cheap,old cars,Sedan,Female,old people,1,1,756.39999962
0.810403833,Average,old cars,Hatchback,Female,oldest people,1,1,200.0
0.34770705,Average,youngest cars,Sedan,Male,older work. people,1,1,626.09999943
0.810403833,Average,young cars,Sedan,Male,older work. people,1,1,1424.5
0.7474332649,Average,old cars,Sedan,Female,oldest people,1,1,1479.2399979
0.810403833,Cheap,oldest cars,Sedan,Female,older work. people,1,1,930.14999962
0.8131416838,Cheap,oldest cars,Sedan,Male,working people,1,1,1135.6799984
0.8158795346,Average,oldest cars,Hardtop,Male,youngest people,1,1,2809.359993
0.810403833,Cheap,oldest cars,Sedan,Female,older work. people,1,1,840.83999634
0.810403833,Cheap,old cars,Hatchback,Female,old people,1,1,245.0
0.810403833,Average,old cars,Sedan,Male,young people,1,1,920.41999817
0.1889117043,Average,youngest cars,Hatchback,Female,oldest people,1,1,856.76999855
0.7693360712,Cheap,old cars,Hatchback,Female,young people,1,1,200.0
0.810403833,Average,old cars,Utility,Female,young people,1,1,3679.0099945
0.8049281314,Average,young cars,Sedan,Female,young people,1,1,5969.7999878
0.9993155373,Average,youngest cars,Hatchback,Female,old people,1,1,755.37999916
0.8131416838,Cheap,oldest cars,Hatchback,Male,old people,1,1,3290.5599976
0.8158795346,Average,young cars,Sedan,Female,older work. people,1,1,582.27999973
0.3668720055,Expensive,young cars,Hardtop,Male,older work. people,1,1,3152.5999985
0.7501711157,Average,youngest cars,Sedan,Male,young people,1,2,2888.8099937
0.3832991102,Average,old cars,Station wagon,Male,older work. people,1,1,2852.3999939
0.501026694,Average,old cars,Sedan,Male,working people,1,1,648.09999943
0.7501711157,Expensive,youngest cars,Station wagon,Male,working people,1,1,567.50999928
0.7885010267,Average,old cars,Sedan,Male,working people,1,1,3619.9799957
0.7419575633,Cheap,oldest cars,Utility,Male,youngest people,1,1,200.0
0.8295687885,Expensive,young cars,Panel van,Male,older work. people,1,1,353.76999998
0.7885010267,Average,youngest cars,Sedan,Female,working people,1,1,1412.7199974
0.5694729637,Average,oldest cars,Utility,Male,youngest people,1,1,2090.6499977
0.7063655031,Average,oldest cars,Station wagon,Female,young people,1,1,200.0
0.3832991102,Average,young cars,Sedan,Female,working people,1,1,200.0
0.7227926078,Cheap,old cars,Sedan,Female,young people,1,1,200.0
0.8596851472,Cheap,old cars,Sedan,Female,young people,1,3,1199.6700001
0.3832991102,Cheap,oldest cars,Sedan,Female,young people,1,1,730.0
0.7830253251,Average,old cars,Sedan,Female,youngest people,1,1,200.0
0.1697467488,Average,old cars,Station wagon,Male,older work. people,1,1,200.0
0.8021902806,Average,young cars,Sedan,Female,working people,1,1,1927.1699982
0.7310061602,Cheap,oldest cars,Minibus,Female,young people,1,1,1286.5899963
0.1149897331,Cheap,oldest cars,Station wagon,Female,young people,1,1,430.20099878
0.7857631759,Cheap,oldest cars,Sedan,Female,older work. people,1,1,589.23999786
0.3449691992,Average,young cars,Sedan,Female,youngest people,1,1,1986.079998
0.7392197125,Average,youngest cars,Hatchback,Female,young people,1,1,1609.3499985
0.0657084189,Cheap,oldest cars,Sedan,Female,oldest people,1,1,367.72999954
0.93908282,Average,young cars,Station wagon,Male,old people,1,1,696.68999958
0.0711841205,Average,young cars,Sedan,Female,working people,1,1,1296.2699966
0.9993155373,Average,youngest cars,Sedan,Male,oldest people,1,1,633.34999943
0.5229295003,Cheap,oldest cars,Station wagon,Male,old people,1,1,2188.6799889
0.8076659822,Average,young cars,Hatchback,Male,oldest people,1,1,4241.9599991
0.0657084189,Cheap,oldest cars,Truck,Male,young people,1,1,1836.9799995
0.8076659822,Cheap,oldest cars,Sedan,Male,oldest people,1,1,2333.7699966
0.7912388775,Cheap,oldest cars,Sedan,Female,working people,1,1,200.0
0.9363449692,Expensive,young cars,Motorized caravan,Male,oldest people,1,1,1633.4199982
0.1368925394,Average,youngest cars,Sedan,Female,oldest people,1,1,869.83999825
0.93908282,Cheap,oldest cars,Station wagon,Female,working people,1,1,254.53999996
0.8076659822,Average,oldest cars,Station wagon,Female,older work. people,1,1,353.79999971
0.1916495551,Cheap,old cars,Hatchback,Female,working people,1,1,345.0
0.8021902806,Average,young cars,Hatchback,Male,working people,1,1,200.0
0.7392197125,Cheap,young cars,Hatchback,Female,older work. people,1,1,390.0
0.7337440109,Expensive,youngest cars,Truck,Male,young people,1,1,503.63999939
0.2135523614,Average,youngest cars,Sedan,Female,old people,1,1,989.63999939
0.7392197125,Average,old cars,Station wagon,Male,old people,1,1,390.0
0.372347707,Average,young cars,Sedan,Female,youngest people,1,1,454.56999969
0.6899383984,Average,youngest cars,Sedan,Female,older work. people,1,1,2447.0299988
0.7857631759,Average,young cars,Hatchback,Male,young people,1,1,3185.3299942
0.887063655,Cheap,oldest cars,Station wagon,Male,young people,1,1,353.76999998
0.1122518823,Average,young cars,Hatchback,Female,older work. people,1,1,726.4299984
0.7857631759,Average,old cars,Sedan,Male,young people,1,1,1144.7799988
0.8624229979,Expensive,young cars,Station wagon,Male,young people,1,1,1585.0699997
0.3778234086,Average,old cars,Utility,Male,older work. people,1,1,353.76999998
0.7364818617,Expensive,youngest cars,Station wagon,Female,older work. people,1,1,329.01999998
0.8323066393,Average,oldest cars,Station wagon,Female,young people,1,1,1241.1899986
0.8049281314,Cheap,oldest cars,Sedan,Female,working people,1,1,200.0
0.8131416838,Expensive,oldest cars,Sedan,Male,older work. people,1,1,1465.5099983
0.1943874059,Cheap,oldest cars,Station wagon,Female,older work. people,1,1,367.72999954
0.8049281314,Cheap,old cars,Sedan,Male,oldest people,1,1,606.06999969
0.7830253251,Average,young cars,Sedan,Female,working people,1,2,1493.2899981
0.8213552361,Cheap,young cars,Hatchback,Female,youngest people,1,1,3550.25
0.7364818617,Expensive,young cars,Truck,Female,older work. people,1,1,353.76999998
0.3750855578,Average,young cars,Truck,Male,youngest people,1,1,472.44999886
0.1149897331,Expensive,young cars,Station wagon,Male,young people,1,1,847.97999954
0.4161533196,Average,oldest cars,Station wagon,Female,youngest people,1,1,345.0
0.7994524298,Expensive,young cars,Station wagon,Female,young people,1,1,1597.7899971
0.6789869952,Cheap,oldest cars,Truck,Female,older work. people,1,1,667.11999893
0.7529089665,Average,oldest cars,Coupe,Female,older work. people,1,1,200.0
0.1040383299,Average,young cars,Hatchback,Female,young people,1,1,367.72999954
0.9418206708,Expensive,old cars,Station wagon,Male,working people,1,1,353.79999971
0.9418206708,Average,young cars,Sedan,Male,older work. people,1,2,1804.9899969
0.9418206708,Cheap,oldest cars,Coupe,Female,old people,1,1,5830.4899902
0.1998631075,Average,young cars,Sedan,Female,older work. people,1,1,487.52999973
0.5667351129,Average,old cars,Hatchback,Female,old people,1,2,1200.3799992
0.7967145791,Average,young cars,Hatchback,Female,working people,1,1,755.76999855
0.7994524298,Average,oldest cars,Station wagon,Male,working people,1,1,450.83999634
0.8925393566,Average,young cars,Hatchback,Female,working people,1,1,766.68999863
0.1998631075,Average,old cars,Station wagon,Male,older work. people,1,1,779.18999863
0.7364818617,Average,young cars,Hardtop,Female,older work. people,1,1,2285.8499985
0.2217659138,Cheap,old cars,Hatchback,Female,old people,1,1,427.26999998
0.7830253251,Expensive,young cars,Station wagon,Female,older work. people,1,3,2716.1399975
0.7802874743,Average,young cars,Sedan,Male,oldest people,1,1,200.0
0.8925393566,Average,young cars,Sedan,Female,older work. people,1,2,3006.1699963
0.7830253251,Average,youngest cars,Sedan,Male,young people,1,1,534.78999996
0.514715948,Average,young cars,Hatchback,Female,oldest people,1,1,414.8499999
0.3449691992,Average,oldest cars,Station wagon,Male,older work. people,1,1,353.76999998
0.4845995893,Expensive,youngest cars,Utility,Female,old people,1,1,389.94999981
0.514715948,Average,old cars,Station wagon,Female,working people,1,1,408.94999981
0.3696098563,Expensive,youngest cars,Station wagon,Male,older work. people,1,1,813.56999969
0.681724846,Average,old cars,Station wagon,Male,old people,1,1,231.01999998
0.1067761807,Average,youngest cars,Hatchback,Female,youngest people,1,1,1904.3899994
0.8925393566,Average,old cars,Panel van,Female,youngest people,1,2,2837.789999
0.2026009582,Cheap,oldest cars,Sedan,Female,older work. people,1,1,1525.9299965
0.3449691992,Average,oldest cars,Station wagon,Male,working people,1,1,1161.5199986
0.4599589322,Cheap,oldest cars,Hatchback,Female,older work. people,1,1,741.62999916
0.5119780972,Average,young cars,Hatchback,Female,working people,1,1,1774.1899986
0.9445585216,Average,old cars,Truck,Male,young people,1,1,353.76999998
0.9445585216,Average,young cars,Sedan,Female,older work. people,1,1,353.76999998
0.7337440109,Average,youngest cars,Sedan,Male,oldest people,1,1,418.17999983
0.5503080082,Average,oldest cars,Station wagon,Male,older work. people,1,1,384.5
